Customer_ID,Signup_Date,Plan,Region,Acquisition_Channel,Monthly_Revenue,Support_Tickets,Usage_Score,Satisfaction_Score,Tenure_Months,Churned,Churn_Date,Churn_Reason
CUST-5018,2024-01-04,Basic,West,Referral,499,3,57.9,2.4,15,True,2025-04-04,Too expensive
CUST-5019,2024-01-04,Basic,West,Social Media,499,1,63.6,8.0,18,True,2025-07-04,No longer needed
CUST-5020,2024-01-05,Basic,South,Paid Ads,499,6,29.9,8.9,0,True,2024-01-05,Low product usage
CUST-5021,2024-01-05,Enterprise,East,Referral,4999,4,64.8,3.8,1,True,2024-02-04,Missing features
CUST-5022,2024-01-05,Pro,South,Social Media,1499,3,45.4,3.9,4,True,2024-05-05,Too expensive
CUST-5023,2024-01-06,Pro,South,Organic Search,1499,2,68.0,6.2,23,False,,
CUST-5024,2024-01-06,Basic,North,Paid Ads,499,3,55.8,7.6,0,True,2024-01-06,Poor support experience
CUST-5025,2024-01-06,Basic,South,Social Media,499,1,90.1,7.5,1,True,2024-02-05,No longer needed
CUST-5026,2024-01-06,Basic,East,Referral,499,2,38.4,8.6,1,True,2024-02-05,Missing features
CUST-5027,2024-01-07,Basic,North,Paid Ads,499,0,55.5,7.3,10,True,2024-11-06,Low product usage
CUST-5028,2024-01-07,Pro,North,Social Media,1499,0,92.5,3.2,23,False,,
CUST-5029,2024-01-07,Enterprise,West,Organic Search,4999,3,35.7,10.0,23,False,,
CUST-5030,2024-01-07,Basic,South,Partnership,499,2,100.0,7.9,23,False,,
CUST-5031,2024-01-07,Pro,North,Referral,1499,0,87.4,3.1,23,False,,
CUST-5032,2024-01-07,Pro,East,Referral,1499,5,43.1,8.2,15,True,2025-04-07,No longer needed
CUST-5033,2024-01-08,Pro,East,Paid Ads,1499,1,85.9,6.7,10,True,2024-11-07,Poor support experience
CUST-5034,2024-01-08,Pro,North,Paid Ads,1499,6,94.2,7.2,2,True,2024-03-08,Too expensive
CUST-5035,2024-01-08,Basic,West,Paid Ads,499,2,94.4,7.7,23,False,,
CUST-5036,2024-01-09,Basic,East,Organic Search,499,2,69.5,6.0,23,False,,
CUST-5037,2024-01-09,Basic,South,Paid Ads,499,1,84.1,8.2,23,False,,
CUST-5038,2024-01-09,Basic,West,Social Media,499,2,80.0,6.6,23,False,,
CUST-5039,2024-01-09,Enterprise,North,Social Media,4999,1,32.5,8.6,5,True,2024-06-09,No longer needed
CUST-5040,2024-01-09,Pro,East,Organic Search,1499,1,85.3,6.1,23,False,,
CUST-5041,2024-01-10,Basic,North,Social Media,499,1,88.2,8.2,17,True,2025-06-10,Switched to competitor
CUST-5042,2024-01-10,Basic,North,Organic Search,499,3,53.4,8.0,23,False,,
CUST-5043,2024-01-10,Pro,South,Paid Ads,1499,5,61.6,5.7,1,True,2024-02-09,Too expensive
CUST-5044,2024-01-10,Basic,North,Organic Search,499,1,43.4,6.4,6,True,2024-07-10,Switched to competitor
CUST-5045,2024-01-10,Pro,West,Referral,1499,2,27.2,8.0,23,False,,
CUST-5046,2024-01-11,Basic,North,Organic Search,499,1,69.4,5.3,23,True,2025-12-11,No longer needed
CUST-5047,2024-01-11,Pro,North,Referral,1499,5,61.6,8.2,23,False,,
CUST-5048,2024-01-11,Basic,West,Social Media,499,1,68.8,7.6,3,True,2024-04-11,Too expensive
CUST-5049,2024-01-11,Basic,East,Referral,499,2,71.0,4.5,23,False,,
CUST-5050,2024-01-11,Pro,East,Social Media,1499,0,68.5,5.8,4,True,2024-05-11,Low product usage
CUST-5051,2024-01-12,Pro,North,Partnership,1499,1,65.1,4.5,23,False,,
CUST-5052,2024-01-13,Pro,North,Organic Search,1499,2,62.4,6.7,15,True,2025-04-13,Too expensive
CUST-5053,2024-01-13,Pro,North,Organic Search,1499,1,16.0,8.9,21,True,2025-10-13,Switched to competitor
CUST-5054,2024-01-13,Basic,South,Paid Ads,499,2,49.8,6.9,16,True,2025-05-14,No longer needed
CUST-5055,2024-01-13,Basic,East,Organic Search,499,1,58.5,4.1,3,True,2024-04-13,Switched to competitor
CUST-5056,2024-01-14,Pro,East,Partnership,1499,1,43.2,8.9,17,True,2025-06-14,Low product usage
CUST-5057,2024-01-14,Basic,West,Referral,499,5,60.9,5.2,23,False,,
CUST-5058,2024-01-14,Basic,South,Paid Ads,499,2,79.4,6.3,23,False,,
CUST-5059,2024-01-14,Pro,North,Referral,1499,4,68.5,4.3,23,False,,
CUST-5060,2024-01-14,Pro,North,Paid Ads,1499,1,74.6,8.9,23,False,,
CUST-5061,2024-01-14,Enterprise,North,Referral,4999,1,49.6,4.5,0,True,2024-01-14,Switched to competitor
CUST-5062,2024-01-14,Basic,South,Social Media,499,4,55.5,8.2,1,True,2024-02-13,Too expensive
CUST-5063,2024-01-15,Basic,East,Social Media,499,2,74.0,3.6,3,True,2024-04-15,Missing features
CUST-5064,2024-01-15,Pro,West,Organic Search,1499,2,65.9,8.7,23,False,,
CUST-5065,2024-01-15,Enterprise,North,Paid Ads,4999,3,65.2,7.1,4,True,2024-05-15,Switched to competitor
CUST-5066,2024-01-15,Enterprise,South,Social Media,4999,2,38.9,10.0,2,True,2024-03-15,Too expensive
CUST-5067,2024-01-15,Pro,North,Organic Search,1499,2,90.1,6.1,22,True,2025-11-14,Poor support experience
CUST-5068,2024-01-15,Pro,South,Organic Search,1499,2,78.7,9.0,23,False,,
CUST-5069,2024-01-15,Basic,North,Organic Search,499,1,51.9,5.2,18,True,2025-07-15,Missing features
CUST-5070,2024-01-16,Pro,West,Referral,1499,3,36.7,9.0,8,True,2024-09-15,No longer needed
CUST-5071,2024-01-16,Pro,North,Social Media,1499,5,22.8,5.2,23,False,,
CUST-5072,2024-01-16,Pro,East,Social Media,1499,3,98.8,9.0,23,False,,
CUST-5073,2024-01-16,Enterprise,East,Organic Search,4999,5,33.7,5.9,23,False,,
CUST-5074,2024-01-17,Pro,North,Organic Search,1499,2,66.6,10.0,20,True,2025-09-16,Poor support experience
CUST-5075,2024-01-17,Basic,West,Paid Ads,499,2,43.8,5.3,8,True,2024-09-16,Poor support experience
CUST-5076,2024-01-17,Enterprise,North,Organic Search,4999,3,55.5,6.7,15,True,2025-04-17,Too expensive
CUST-5077,2024-01-17,Enterprise,East,Paid Ads,4999,2,84.5,10.0,23,False,,
CUST-5078,2024-01-18,Basic,East,Social Media,499,3,39.1,9.0,15,True,2025-04-18,Poor support experience
CUST-5079,2024-01-19,Enterprise,West,Paid Ads,4999,0,58.4,8.6,23,False,,
CUST-5080,2024-01-19,Basic,North,Organic Search,499,1,64.2,10.0,22,True,2025-11-18,Switched to competitor
CUST-5081,2024-01-19,Basic,South,Organic Search,499,6,68.5,7.5,7,True,2024-08-19,Low product usage
CUST-5082,2024-01-19,Basic,West,Organic Search,499,1,100.0,8.5,17,True,2025-06-19,Too expensive
CUST-5083,2024-01-19,Basic,East,Organic Search,499,3,59.5,9.0,23,False,,
CUST-5084,2024-01-20,Pro,South,Social Media,1499,4,49.2,7.4,1,True,2024-02-19,Poor support experience
CUST-5085,2024-01-20,Enterprise,North,Organic Search,4999,1,47.3,3.0,21,True,2025-10-20,Too expensive
CUST-5086,2024-01-20,Basic,North,Paid Ads,499,3,60.4,7.6,23,False,,
CUST-5087,2024-01-20,Basic,North,Social Media,499,3,91.0,4.3,9,True,2024-10-19,Switched to competitor
CUST-5088,2024-01-20,Basic,West,Organic Search,499,3,49.0,10.0,7,True,2024-08-20,Low product usage
CUST-5089,2024-01-21,Basic,South,Organic Search,499,3,78.3,4.2,1,True,2024-02-20,Switched to competitor
CUST-5090,2024-01-21,Pro,West,Social Media,1499,0,57.2,6.8,23,False,,
CUST-5091,2024-01-21,Basic,North,Social Media,499,4,88.8,6.6,23,False,,
CUST-5092,2024-01-21,Enterprise,North,Referral,4999,4,54.4,7.4,4,True,2024-05-21,Missing features
CUST-5093,2024-01-21,Pro,South,Referral,1499,2,56.3,7.9,0,True,2024-01-21,No longer needed
CUST-5094,2024-01-22,Basic,South,Paid Ads,499,2,100.0,7.2,7,True,2024-08-22,Poor support experience
CUST-5095,2024-01-22,Basic,North,Organic Search,499,2,70.9,7.8,23,True,2025-12-22,No longer needed
CUST-5096,2024-01-22,Basic,North,Organic Search,499,4,49.6,5.7,20,True,2025-09-21,Missing features
CUST-5097,2024-01-23,Basic,North,Referral,499,0,68.3,8.4,23,True,2025-12-23,No longer needed
CUST-5098,2024-01-23,Basic,East,Referral,499,2,57.4,9.9,23,False,,
CUST-5099,2024-01-23,Enterprise,West,Social Media,4999,2,10.6,9.3,23,False,,
CUST-5100,2024-01-24,Pro,South,Paid Ads,1499,1,56.3,8.7,23,False,,
CUST-5101,2024-01-24,Basic,South,Paid Ads,499,2,55.8,7.3,23,False,,
CUST-5102,2024-01-24,Pro,East,Referral,1499,3,59.4,6.1,15,True,2025-04-24,Missing features
CUST-5103,2024-01-25,Pro,East,Organic Search,1499,2,53.9,8.3,23,False,,
CUST-5104,2024-01-25,Pro,East,Partnership,1499,5,65.1,9.9,23,False,,
CUST-5105,2024-01-25,Basic,North,Paid Ads,499,2,94.3,8.4,23,False,,
CUST-5106,2024-01-25,Pro,South,Referral,1499,2,20.9,6.4,23,False,,
CUST-5107,2024-01-26,Basic,East,Referral,499,6,76.0,7.4,0,True,2024-01-26,Too expensive
CUST-5108,2024-01-26,Basic,East,Paid Ads,499,1,44.8,5.3,4,True,2024-05-26,Low product usage
CUST-5109,2024-01-26,Basic,East,Partnership,499,2,27.7,6.5,23,False,,
CUST-5110,2024-01-26,Basic,West,Paid Ads,499,1,85.1,6.5,2,True,2024-03-26,Poor support experience
CUST-5111,2024-01-26,Pro,East,Organic Search,1499,3,40.4,3.6,23,False,,
CUST-5112,2024-01-26,Basic,East,Referral,499,1,59.6,5.9,9,True,2024-10-25,Low product usage
CUST-5113,2024-01-26,Basic,West,Organic Search,499,3,93.9,7.5,23,False,,
CUST-5114,2024-01-26,Pro,South,Paid Ads,1499,3,100.0,6.0,23,False,,
CUST-5115,2024-01-26,Basic,East,Partnership,499,5,86.6,6.5,23,False,,
CUST-5116,2024-01-27,Basic,South,Referral,499,5,78.3,8.0,3,True,2024-04-27,No longer needed
CUST-5117,2024-01-27,Basic,West,Paid Ads,499,3,71.1,7.3,22,True,2025-11-26,Too expensive
CUST-5118,2024-01-28,Basic,West,Paid Ads,499,2,49.9,4.3,23,False,,
CUST-5119,2024-01-28,Enterprise,West,Paid Ads,4999,1,40.4,5.8,16,True,2025-05-29,Too expensive
CUST-5120,2024-01-28,Pro,West,Paid Ads,1499,1,63.8,6.6,8,True,2024-09-27,No longer needed
CUST-5121,2024-01-28,Pro,West,Social Media,1499,4,61.1,9.8,13,True,2025-02-26,Switched to competitor
CUST-5122,2024-01-29,Pro,South,Organic Search,1499,0,64.1,1.6,4,True,2024-05-29,Missing features
CUST-5123,2024-01-29,Pro,East,Partnership,1499,4,67.8,7.9,23,False,,
CUST-5124,2024-01-29,Pro,South,Social Media,1499,1,52.6,7.3,14,True,2025-03-30,Too expensive
CUST-5125,2024-01-29,Basic,West,Organic Search,499,1,85.0,4.5,1,True,2024-02-28,Too expensive
CUST-5126,2024-01-29,Basic,North,Paid Ads,499,1,60.2,3.9,11,True,2024-12-28,Switched to competitor
CUST-5127,2024-01-29,Basic,East,Paid Ads,499,3,49.5,8.8,23,False,,
CUST-5128,2024-01-29,Enterprise,East,Paid Ads,4999,3,83.4,6.6,23,False,,
CUST-5129,2024-01-29,Basic,East,Organic Search,499,2,34.2,8.4,23,False,,
CUST-5130,2024-01-29,Basic,South,Social Media,499,2,65.9,10.0,23,False,,
CUST-5131,2024-01-29,Basic,West,Social Media,499,3,57.6,7.1,3,True,2024-04-29,Switched to competitor
CUST-5132,2024-01-29,Pro,North,Paid Ads,1499,1,45.7,8.4,23,False,,
CUST-5133,2024-01-30,Basic,South,Paid Ads,499,2,50.8,8.8,6,True,2024-07-30,Missing features
CUST-5134,2024-01-30,Basic,East,Organic Search,499,3,62.0,6.2,18,True,2025-07-30,No longer needed
CUST-5135,2024-01-30,Enterprise,South,Paid Ads,4999,2,83.9,8.0,12,True,2025-01-29,Missing features
CUST-5136,2024-01-30,Pro,North,Partnership,1499,2,80.7,5.8,23,False,,
CUST-5137,2024-01-30,Basic,South,Social Media,499,1,69.6,10.0,1,True,2024-02-29,No longer needed
CUST-5138,2024-01-30,Pro,North,Referral,1499,6,86.3,5.8,23,False,,
CUST-5139,2024-01-31,Pro,North,Organic Search,1499,4,78.5,3.6,22,False,,
CUST-5140,2024-01-31,Basic,South,Paid Ads,499,4,57.0,6.9,16,True,2025-06-01,Switched to competitor
CUST-5141,2024-01-31,Pro,North,Paid Ads,1499,1,88.8,10.0,22,True,2025-11-30,Missing features
CUST-5142,2024-01-31,Basic,North,Organic Search,499,2,63.5,9.5,11,True,2024-12-30,Low product usage
CUST-5143,2024-01-31,Enterprise,West,Organic Search,4999,5,48.8,5.4,18,True,2025-07-31,Missing features
CUST-5144,2024-01-31,Enterprise,East,Paid Ads,4999,7,43.6,4.9,8,True,2024-09-30,Missing features
CUST-5145,2024-01-31,Basic,North,Partnership,499,4,35.1,5.6,14,True,2025-04-01,Switched to competitor
CUST-5146,2024-02-01,Basic,South,Social Media,499,3,61.4,5.6,2,True,2024-04-01,No longer needed
CUST-5147,2024-02-02,Enterprise,West,Referral,4999,7,44.5,8.6,22,False,,
CUST-5148,2024-02-02,Pro,South,Paid Ads,1499,2,51.8,7.3,22,False,,
CUST-5149,2024-02-03,Basic,East,Social Media,499,3,83.9,5.2,22,False,,
CUST-5150,2024-02-03,Pro,North,Social Media,1499,1,86.8,5.8,22,False,,
CUST-5151,2024-02-03,Basic,South,Paid Ads,499,3,100.0,8.8,10,True,2024-12-03,Too expensive
CUST-5152,2024-02-04,Basic,West,Paid Ads,499,4,42.5,9.4,22,False,,
CUST-5153,2024-02-04,Enterprise,East,Referral,4999,0,36.7,7.0,22,False,,
CUST-5154,2024-02-04,Basic,East,Organic Search,499,3,91.6,6.3,22,False,,
CUST-5155,2024-02-05,Pro,East,Paid Ads,1499,4,41.4,2.8,7,True,2024-09-05,Missing features
CUST-5156,2024-02-05,Pro,East,Social Media,1499,1,31.3,5.0,22,False,,
CUST-5157,2024-02-05,Basic,North,Social Media,499,2,99.5,9.6,15,True,2025-05-06,Poor support experience
CUST-5158,2024-02-05,Basic,North,Referral,499,4,66.8,6.4,17,True,2025-07-06,No longer needed
CUST-5159,2024-02-05,Enterprise,North,Referral,4999,3,51.4,4.2,22,False,,
CUST-5160,2024-02-05,Basic,West,Organic Search,499,2,91.5,7.6,14,True,2025-04-06,Switched to competitor
CUST-5161,2024-02-05,Basic,South,Paid Ads,499,3,50.0,4.9,11,True,2025-01-04,Missing features
CUST-5162,2024-02-06,Pro,East,Paid Ads,1499,3,67.0,8.6,22,True,2025-12-06,Low product usage
CUST-5163,2024-02-06,Enterprise,East,Organic Search,4999,2,68.3,8.0,22,False,,
CUST-5164,2024-02-06,Basic,North,Organic Search,499,2,65.4,10.0,12,True,2025-02-05,Too expensive
CUST-5165,2024-02-07,Basic,North,Social Media,499,1,51.3,8.1,22,True,2025-12-07,Too expensive
CUST-5166,2024-02-07,Basic,West,Referral,499,3,78.0,4.9,4,True,2024-06-07,Poor support experience
CUST-5167,2024-02-07,Basic,East,Social Media,499,3,69.1,5.7,16,True,2025-06-08,Low product usage
CUST-5168,2024-02-07,Basic,South,Organic Search,499,4,64.5,7.4,2,True,2024-04-07,No longer needed
CUST-5169,2024-02-07,Enterprise,East,Paid Ads,4999,2,42.5,10.0,22,False,,
CUST-5170,2024-02-07,Pro,East,Paid Ads,1499,2,82.3,6.3,8,True,2024-10-07,Too expensive
CUST-5171,2024-02-07,Pro,North,Paid Ads,1499,1,39.0,5.1,22,False,,
CUST-5172,2024-02-07,Basic,West,Organic Search,499,2,96.3,7.5,0,True,2024-02-07,Missing features
CUST-5173,2024-02-07,Pro,South,Paid Ads,1499,3,74.6,7.5,8,True,2024-10-07,Low product usage
CUST-5174,2024-02-07,Basic,North,Referral,499,3,8.3,5.7,21,True,2025-11-07,Too expensive
CUST-5175,2024-02-07,Basic,East,Referral,499,1,50.6,5.6,7,True,2024-09-07,Too expensive
CUST-5176,2024-02-08,Pro,South,Paid Ads,1499,1,71.2,9.3,5,True,2024-07-09,Low product usage
CUST-5177,2024-02-08,Enterprise,East,Organic Search,4999,2,66.7,1.8,8,True,2024-10-08,Poor support experience
CUST-5178,2024-02-08,Pro,North,Organic Search,1499,1,90.9,6.1,16,True,2025-06-09,Missing features
CUST-5179,2024-02-08,Pro,East,Paid Ads,1499,3,44.8,5.6,9,True,2024-11-07,Missing features
CUST-5180,2024-02-08,Basic,East,Organic Search,499,1,57.8,9.1,10,True,2024-12-08,Missing features
CUST-5181,2024-02-08,Basic,East,Paid Ads,499,2,79.4,9.0,22,False,,
CUST-5182,2024-02-09,Pro,North,Paid Ads,1499,0,60.4,6.8,22,False,,
CUST-5183,2024-02-09,Basic,South,Organic Search,499,4,49.8,8.3,22,False,,
CUST-5184,2024-02-09,Enterprise,South,Social Media,4999,2,75.2,7.9,22,False,,
CUST-5185,2024-02-09,Pro,East,Social Media,1499,2,43.4,8.3,16,True,2025-06-10,Poor support experience
CUST-5186,2024-02-09,Basic,West,Partnership,499,0,32.9,8.4,22,False,,
CUST-5187,2024-02-09,Basic,West,Organic Search,499,5,80.5,8.3,2,True,2024-04-09,Poor support experience
CUST-5188,2024-02-10,Basic,North,Social Media,499,3,48.9,7.9,7,True,2024-09-10,No longer needed
CUST-5189,2024-02-10,Pro,East,Organic Search,1499,1,7.7,9.2,22,False,,
CUST-5190,2024-02-10,Basic,East,Organic Search,499,3,100.0,4.9,22,False,,
CUST-5191,2024-02-10,Basic,South,Paid Ads,499,2,82.7,8.6,0,True,2024-02-10,Too expensive
CUST-5192,2024-02-10,Pro,North,Organic Search,1499,4,55.6,4.2,22,False,,
CUST-5193,2024-02-10,Basic,North,Referral,499,4,48.0,6.2,22,False,,
CUST-5194,2024-02-10,Basic,South,Social Media,499,2,65.4,9.9,12,True,2025-02-09,No longer needed
CUST-5195,2024-02-10,Basic,North,Social Media,499,1,40.5,5.6,22,False,,
CUST-5196,2024-02-11,Basic,East,Social Media,499,2,34.3,2.8,7,True,2024-09-11,Missing features
CUST-5197,2024-02-11,Pro,North,Organic Search,1499,3,99.2,7.9,22,False,,
CUST-5198,2024-02-12,Basic,East,Paid Ads,499,2,55.6,10.0,1,True,2024-03-13,Switched to competitor
CUST-5199,2024-02-12,Pro,East,Organic Search,1499,2,72.8,7.2,22,False,,
CUST-5200,2024-02-12,Basic,East,Paid Ads,499,2,48.2,8.0,9,True,2024-11-11,Poor support experience
CUST-5201,2024-02-12,Basic,South,Organic Search,499,1,42.7,10.0,22,False,,
CUST-5202,2024-02-12,Enterprise,South,Organic Search,4999,3,53.7,8.7,12,True,2025-02-11,No longer needed
CUST-5203,2024-02-13,Basic,North,Social Media,499,5,82.9,4.2,22,False,,
CUST-5204,2024-02-13,Basic,South,Organic Search,499,1,70.4,9.3,22,False,,
CUST-5205,2024-02-13,Enterprise,West,Referral,4999,5,33.8,9.1,22,False,,
CUST-5206,2024-02-13,Pro,South,Paid Ads,1499,3,69.5,8.6,22,False,,
CUST-5207,2024-02-13,Enterprise,East,Referral,4999,4,20.8,5.6,13,True,2025-03-14,Switched to competitor
CUST-5208,2024-02-14,Basic,South,Social Media,499,4,36.6,2.7,6,True,2024-08-14,Too expensive
CUST-5209,2024-02-14,Enterprise,North,Organic Search,4999,2,100.0,6.9,22,False,,
CUST-5210,2024-02-14,Pro,East,Organic Search,1499,3,58.3,7.7,16,True,2025-06-15,Poor support experience
CUST-5211,2024-02-14,Pro,North,Referral,1499,5,70.3,6.4,12,True,2025-02-13,No longer needed
CUST-5212,2024-02-14,Pro,South,Social Media,1499,4,40.8,9.4,19,True,2025-09-14,Low product usage
CUST-5213,2024-02-14,Pro,South,Organic Search,1499,3,87.9,4.3,19,True,2025-09-14,Low product usage
CUST-5214,2024-02-14,Pro,East,Social Media,1499,2,55.2,8.0,16,True,2025-06-15,Too expensive
CUST-5215,2024-02-14,Basic,North,Social Media,499,2,76.1,4.8,22,False,,
CUST-5216,2024-02-14,Basic,East,Paid Ads,499,1,77.0,7.4,14,True,2025-04-15,Low product usage
CUST-5217,2024-02-15,Basic,South,Referral,499,4,53.1,4.7,22,False,,
CUST-5218,2024-02-15,Pro,West,Paid Ads,1499,4,77.2,7.2,22,False,,
CUST-5219,2024-02-15,Enterprise,West,Organic Search,4999,1,44.1,5.9,22,False,,
CUST-5220,2024-02-15,Pro,East,Referral,1499,3,70.8,8.5,22,False,,
CUST-5221,2024-02-15,Basic,West,Paid Ads,499,1,57.4,6.1,4,True,2024-06-15,Missing features
CUST-5222,2024-02-16,Basic,South,Referral,499,0,85.3,8.6,20,True,2025-10-16,Too expensive
CUST-5223,2024-02-16,Basic,North,Organic Search,499,0,64.2,1.7,9,True,2024-11-15,Missing features
CUST-5224,2024-02-16,Basic,West,Partnership,499,1,35.6,7.1,22,False,,
CUST-5225,2024-02-16,Pro,South,Paid Ads,1499,1,42.0,5.4,22,False,,
CUST-5226,2024-02-16,Pro,South,Paid Ads,1499,4,31.6,6.3,16,True,2025-06-17,Missing features
CUST-5227,2024-02-16,Pro,West,Social Media,1499,5,50.6,5.8,19,True,2025-09-16,Too expensive
CUST-5228,2024-02-16,Pro,South,Referral,1499,1,57.7,8.1,22,False,,
CUST-5229,2024-02-17,Basic,East,Organic Search,499,1,42.0,7.8,22,False,,
CUST-5230,2024-02-17,Pro,East,Paid Ads,1499,3,67.4,6.3,3,True,2024-05-18,No longer needed
CUST-5231,2024-02-17,Pro,North,Paid Ads,1499,3,71.6,9.0,22,False,,
CUST-5232,2024-02-17,Basic,South,Social Media,499,3,24.6,3.3,7,True,2024-09-17,Missing features
CUST-5233,2024-02-17,Pro,East,Referral,1499,3,37.6,6.6,15,True,2025-05-18,Too expensive
CUST-5234,2024-02-17,Pro,West,Referral,1499,5,99.5,8.0,17,True,2025-07-18,Low product usage
CUST-5235,2024-02-17,Pro,South,Referral,1499,4,23.2,8.5,12,True,2025-02-16,Missing features
CUST-5236,2024-02-18,Enterprise,East,Partnership,4999,0,24.3,10.0,11,True,2025-01-17,Missing features
CUST-5237,2024-02-18,Basic,North,Referral,499,1,61.3,6.1,22,False,,
CUST-5238,2024-02-18,Pro,East,Social Media,1499,3,49.3,7.1,22,False,,
CUST-5239,2024-02-18,Pro,West,Social Media,1499,1,68.7,8.8,22,False,,
CUST-5240,2024-02-18,Basic,West,Organic Search,499,2,63.4,5.7,3,True,2024-05-19,No longer needed
CUST-5241,2024-02-18,Enterprise,North,Organic Search,4999,4,87.2,4.8,22,False,,
CUST-5242,2024-02-18,Basic,South,Referral,499,3,55.5,2.2,5,True,2024-07-19,Low product usage
CUST-5243,2024-02-18,Basic,North,Referral,499,4,71.6,5.8,6,True,2024-08-18,Poor support experience
CUST-5244,2024-02-19,Basic,South,Organic Search,499,2,48.9,8.1,22,False,,
CUST-5245,2024-02-19,Basic,North,Paid Ads,499,1,72.2,6.2,22,False,,
CUST-5246,2024-02-19,Basic,North,Paid Ads,499,3,57.3,6.6,22,False,,
CUST-5247,2024-02-19,Basic,West,Referral,499,1,52.7,5.5,22,True,2025-12-19,Missing features
CUST-5248,2024-02-19,Basic,North,Paid Ads,499,3,48.1,10.0,21,True,2025-11-19,Missing features
CUST-5249,2024-02-20,Pro,West,Social Media,1499,2,73.8,10.0,22,False,,
CUST-5250,2024-02-20,Pro,West,Social Media,1499,1,51.2,4.5,22,False,,
CUST-5251,2024-02-20,Basic,West,Organic Search,499,1,51.7,9.0,6,True,2024-08-20,Too expensive
CUST-5252,2024-02-20,Basic,South,Referral,499,2,36.4,5.3,8,True,2024-10-20,Poor support experience
CUST-5253,2024-02-21,Pro,South,Paid Ads,1499,3,61.6,7.5,13,True,2025-03-22,No longer needed
CUST-5254,2024-02-21,Enterprise,East,Organic Search,4999,3,51.9,8.0,22,False,,
CUST-5255,2024-02-21,Pro,South,Referral,1499,4,72.2,3.0,11,True,2025-01-20,Low product usage
CUST-5256,2024-02-21,Pro,North,Paid Ads,1499,2,65.4,7.1,22,False,,
CUST-5257,2024-02-21,Basic,North,Referral,499,5,57.7,6.9,3,True,2024-05-22,Too expensive
CUST-5258,2024-02-21,Basic,North,Organic Search,499,3,66.8,9.4,3,True,2024-05-22,Low product usage
CUST-5259,2024-02-21,Basic,North,Paid Ads,499,1,82.5,7.7,19,True,2025-09-21,Missing features
CUST-5260,2024-02-21,Enterprise,South,Organic Search,4999,5,69.7,9.1,22,False,,
CUST-5261,2024-02-22,Enterprise,East,Organic Search,4999,3,8.9,5.2,22,False,,
CUST-5262,2024-02-23,Pro,South,Paid Ads,1499,2,62.1,7.5,22,False,,
CUST-5263,2024-02-23,Basic,East,Referral,499,3,62.9,7.1,22,False,,
CUST-5264,2024-02-23,Basic,East,Paid Ads,499,2,81.0,10.0,22,False,,
CUST-5265,2024-02-23,Enterprise,East,Referral,4999,1,82.3,5.1,22,False,,
CUST-5266,2024-02-24,Pro,South,Social Media,1499,0,65.0,7.3,19,True,2025-09-24,Missing features
CUST-5267,2024-02-24,Basic,East,Paid Ads,499,3,39.6,7.3,16,True,2025-06-25,Too expensive
CUST-5268,2024-02-24,Pro,East,Paid Ads,1499,3,47.0,7.9,22,False,,
CUST-5269,2024-02-25,Pro,South,Referral,1499,3,53.4,10.0,22,False,,
CUST-5270,2024-02-25,Basic,North,Social Media,499,3,100.0,7.4,22,False,,
CUST-5271,2024-02-25,Enterprise,South,Organic Search,4999,0,46.3,5.0,5,True,2024-07-26,Missing features
